Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,Suggested Job Role
69,70,86,69,68,64,74,91,86,7,6,3,4,4,15
85,63,62,67,72,81,64,80,88,4,4,4,9,4,24
66,78,64,77,88,64,75,89,72,8,3,3,2,1,1
80,88,88,65,87,88,72,83,66,12,6,2,1,8,0
79,84,79,89,80,92,70,92,86,4,1,1,6,5,15
86,94,91,92,86,80,68,73,89,10,8,1,3,8,33
69,69,61,63,81,74,88,62,84,10,4,4,2,8,8
63,91,75,80,64,77,74,60,61,6,8,2,3,8,14
81,90,86,77,90,89,84,94,69,8,2,1,8,1,33
68,67,63,85,90,92,73,63,68,9,5,4,7,6,16
64,64,79,77,77,67,85,90,71,10,8,6,4,8,8
93,90,78,82,77,77,92,76,73,10,6,0,4,6,32
76,68,61,85,82,71,93,69,89,11,8,5,3,9,30
70,62,69,61,90,84,63,64,63,4,8,3,3,5,33
79,72,62,84,63,74,94,68,91,8,2,5,9,6,10
67,78,81,75,64,90,92,65,72,4,9,0,6,1,0
76,91,66,68,80,86,85,72,65,4,8,2,6,9,10
94,93,74,90,71,90,90,65,74,4,9,6,1,8,32
70,62,84,76,62,62,70,63,62,12,8,2,4,8,13
74,76,89,88,75,73,72,86,91,9,2,6,4,5,26
69,94,70,74,81,79,84,64,60,7,6,6,1,2,15
79,82,94,88,83,63,84,72,76,6,8,6,8,1,26
76,81,70,77,78,91,92,93,67,6,9,0,3,9,2
88,75,87,77,69,75,87,61,80,10,3,4,7,9,32
72,94,89,87,64,84,82,71,83,9,6,2,7,9,6
68,64,77,79,78,61,90,75,72,10,8,0,9,8,26
79,64,93,83,78,91,65,68,60,9,8,3,8,5,5
79,91,63,92,70,62,77,65,62,5,4,6,8,2,28
62,94,73,61,73,94,63,71,64,9,2,0,1,8,18
90,89,81,67,70,80,89,65,88,7,1,4,3,6,4
91,74,65,71,89,83,61,60,78,5,2,6,9,7,32
80,93,72,84,62,77,81,73,69,8,4,1,4,2,14
62,84,74,81,79,68,75,81,69,4,6,3,4,4,1
62,92,90,94,91,92,87,93,89,5,1,5,5,9,1
88,61,88,91,66,64,70,83,75,11,1,2,6,6,22
74,83,92,79,76,93,62,81,85,9,2,1,6,6,22
85,61,73,63,64,91,72,88,67,5,4,5,3,9,2
94,87,79,75,92,94,92,75,64,8,5,5,1,1,30
65,62,86,63,89,88,73,63,67,5,5,6,8,1,4
62,72,73,85,77,72,71,68,77,9,7,3,4,7,1
77,79,65,88,87,84,63,83,91,7,5,5,1,3,29
63,60,74,68,63,88,64,82,63,8,1,2,9,1,5
92,85,83,91,84,71,68,91,77,11,1,6,6,6,22
91,74,66,68,68,69,63,68,62,12,3,1,4,4,4
70,77,72,76,65,64,62,61,67,12,7,2,4,1,12
77,80,72,62,69,89,70,92,61,8,1,6,6,2,19
71,86,87,66,66,88,82,90,84,10,3,3,9,4,13
72,91,74,89,62,74,80,89,88,7,9,4,2,2,25
86,87,93,90,69,61,71,70,77,8,7,4,4,4,31
71,61,62,69,90,91,89,80,62,6,4,3,5,8,21
74,64,85,79,91,62,85,75,76,4,5,1,9,2,3
71,82,81,66,85,76,72,71,93,11,5,3,7,7,15
79,80,80,66,92,85,73,86,71,11,5,2,8,3,24
81,64,78,78,93,87,79,69,77,8,4,4,1,7,4
86,72,62,87,89,89,65,89,71,5,9,6,8,3,23
68,92,85,63,94,61,73,69,76,5,3,0,2,8,12
92,65,66,77,94,79,91,91,72,9,8,4,2,1,26
65,73,75,65,75,93,86,72,83,11,9,0,6,2,7
89,62,66,85,89,61,88,60,93,5,6,2,4,9,8
94,72,94,90,84,79,75,78,76,6,3,4,3,5,11
74,63,66,83,94,93,91,90,87,5,6,5,6,1,27
63,83,62,60,70,79,91,66,64,6,7,5,9,5,25
89,75,70,62,71,66,88,79,82,5,2,0,1,1,7
90,64,83,84,78,83,61,88,83,9,6,0,2,1,5
85,77,91,72,91,69,88,83,84,5,8,1,1,9,30
73,63,88,91,84,94,85,86,70,5,3,1,4,2,27
92,85,87,60,80,61,63,93,81,11,2,5,1,7,14
67,60,64,75,84,91,73,75,68,10,9,4,2,7,15
72,91,65,85,72,72,63,84,91,6,9,1,4,4,9
91,64,77,60,67,84,66,87,74,7,1,0,2,3,4
67,94,62,83,74,94,86,77,80,11,6,1,2,7,14
72,86,61,72,63,83,64,93,60,12,3,6,2,7,7
62,85,73,73,89,91,71,61,61,12,3,2,7,7,16
75,78,72,80,82,74,77,68,89,12,4,1,6,8,5
84,65,69,62,86,92,61,85,76,5,1,6,7,3,10
74,66,76,91,70,78,89,86,92,12,8,1,9,1,13
66,86,80,79,76,92,62,76,93,5,1,6,9,2,29
79,72,73,89,60,82,93,81,70,4,8,6,7,6,8
63,89,81,67,89,79,91,84,74,11,1,2,6,2,2
94,63,91,91,90,70,65,89,61,9,5,3,5,1,30
61,89,84,91,80,70,87,69,82,10,7,3,4,4,8
81,89,61,69,70,63,61,81,71,8,7,2,2,9,27
67,94,70,86,70,72,65,66,66,7,3,2,5,1,1
87,87,77,62,75,61,80,71,62,11,5,6,9,4,8
61,83,84,64,67,67,72,82,67,10,4,5,9,5,16
87,93,92,75,67,90,88,68,67,12,9,3,8,6,20
91,63,78,89,80,91,80,72,67,7,2,1,8,5,13
65,63,92,87,76,64,61,93,73,6,5,3,2,3,22
72,77,71,64,87,68,66,73,81,11,7,4,1,9,30
64,93,87,81,72,62,90,87,87,11,5,6,6,2,2
83,75,84,82,80,89,65,63,92,10,4,6,2,8,26
79,71,93,85,64,88,77,81,85,6,4,2,6,8,12
62,72,94,88,82,76,65,70,90,10,7,3,6,7,28
69,79,87,62,85,86,92,88,72,5,3,4,6,5,3
92,89,87,78,70,84,94,70,60,8,6,0,3,7,33
84,71,64,76,72,84,89,92,78,4,6,0,1,7,20
75,66,77,73,92,67,72,93,83,4,8,2,4,5,19
82,62,84,65,89,67,83,70,91,4,7,0,9,1,8
71,78,84,79,82,66,94,74,62,9,5,6,8,5,2
69,85,60,61,60,67,67,79,74,11,9,5,5,4,0
71,74,82,91,76,80,73,75,68,7,6,6,6,2,6
78,76,77,87,66,67,89,79,88,5,3,4,9,9,31
68,64,68,80,62,75,73,74,69,10,5,0,5,3,31
61,86,92,93,77,94,82,76,70,4,2,6,4,2,5
85,94,66,71,61,68,90,74,90,11,5,0,1,7,0
75,93,67,89,80,65,74,93,86,11,4,3,4,5,2
85,89,89,89,87,94,81,83,68,12,4,0,7,7,5
61,76,80,66,80,72,74,68,93,8,7,3,9,7,22
85,84,76,64,81,69,71,74,68,7,3,3,6,9,29
91,73,63,82,69,77,91,61,85,9,1,0,8,9,1
73,66,92,77,82,68,75,64,69,7,9,2,8,5,30
71,71,71,89,88,61,69,62,68,4,5,0,6,2,32
72,84,66,91,77,70,87,92,66,5,8,3,9,2,1
93,88,74,79,90,89,78,63,92,5,5,3,9,6,16
91,71,63,72,63,77,65,71,90,9,2,3,4,1,6
82,65,89,77,72,68,68,66,76,11,4,2,4,1,10
67,93,92,74,82,74,90,71,82,10,9,1,8,6,13
88,73,91,80,92,77,85,74,88,11,9,6,3,6,26
85,90,77,87,66,84,67,67,93,6,6,4,8,7,2
87,93,78,66,74,79,94,84,69,5,5,1,4,7,24
84,79,63,94,94,79,64,91,90,12,2,2,1,8,27
85,81,64,82,94,91,66,64,85,7,4,4,9,8,5
92,82,66,94,74,61,66,87,75,5,3,1,3,9,33
71,65,92,86,77,65,82,76,68,6,8,3,3,1,32
62,61,67,78,73,76,70,78,85,4,8,2,9,8,10
79,90,84,61,85,83,81,80,92,12,7,6,7,1,22
87,90,65,68,73,74,68,93,84,11,8,3,4,8,32
91,90,85,67,66,74,89,80,92,10,3,0,8,3,21
76,70,79,77,62,69,91,68,81,7,9,0,5,2,9
63,79,92,67,83,90,71,90,92,4,5,4,6,4,14
70,72,84,62,60,69,80,68,94,4,6,6,2,9,3
82,63,70,79,63,79,60,94,64,7,7,1,2,5,4
68,92,89,78,82,92,88,69,78,9,2,1,7,4,27
60,77,75,67,82,73,65,78,78,5,3,1,8,3,10
88,73,93,62,68,73,92,71,84,5,5,1,1,2,15
62,79,76,75,79,63,84,65,90,5,4,4,8,8,9
92,71,67,71,85,87,73,87,65,9,9,6,7,6,18
61,82,92,66,65,61,85,75,63,11,5,3,7,1,22
64,81,69,92,89,62,68,65,62,8,7,1,2,4,10
80,74,70,62,64,66,60,71,71,8,9,4,9,2,31
69,88,60,71,81,67,83,84,82,5,4,1,3,4,2
61,82,72,84,75,73,83,76,64,8,3,1,4,7,14
88,69,80,67,87,62,76,93,80,8,9,3,4,4,16
70,90,77,63,82,87,61,89,63,6,3,3,7,1,10
68,60,80,65,66,68,64,94,90,8,6,1,8,5,19
94,70,67,63,94,87,84,70,87,8,9,4,3,3,8
63,69,79,64,73,77,88,89,93,10,7,1,3,4,32
68,94,93,85,69,76,72,62,88,12,2,0,7,2,21
67,82,79,89,83,60,90,88,94,7,8,1,3,9,23
79,67,72,66,88,73,91,76,75,7,7,4,2,4,27
75,75,69,74,92,62,88,84,92,9,8,0,7,3,16
74,85,65,70,94,69,84,84,78,10,6,1,9,2,3
83,77,85,93,78,76,77,82,84,8,6,2,4,3,9
76,60,62,67,60,91,61,89,91,11,7,2,5,1,12
75,72,62,77,77,88,68,79,87,12,3,5,5,1,18
65,89,90,81,70,93,90,63,75,8,3,5,7,4,12
71,79,80,66,62,90,89,78,88,12,4,4,9,1,18
90,71,62,72,83,92,60,88,68,6,7,0,1,1,13
64,63,68,88,70,74,89,60,79,9,6,0,2,8,9
64,84,90,75,81,70,88,85,70,6,2,2,2,7,23
84,85,84,72,88,87,63,89,77,9,7,6,8,2,2
70,80,80,83,71,65,87,64,94,8,4,1,5,8,11
63,74,61,85,68,84,68,83,71,9,6,3,7,2,18
68,70,78,64,71,72,62,90,61,6,5,0,4,5,23
65,88,88,75,67,87,64,60,78,6,6,2,4,7,32
77,85,66,86,84,71,65,66,63,5,7,6,7,8,26
87,62,68,78,89,64,90,65,82,4,1,4,3,6,30
85,68,75,81,88,79,86,79,82,5,7,3,2,6,12
93,79,74,90,74,60,62,89,68,11,4,0,2,3,6
68,62,89,76,79,84,88,90,63,7,1,3,9,6,16
79,75,65,65,63,87,73,86,91,5,7,6,2,2,31
91,73,89,91,68,64,75,73,65,6,7,5,1,3,8
66,74,92,72,67,82,66,68,78,4,8,2,1,7,3
89,84,76,94,71,66,62,91,83,11,5,2,8,3,30
69,63,85,65,60,63,68,64,63,9,6,6,1,6,2
71,86,78,66,92,84,87,76,83,8,4,3,2,8,4
86,87,79,65,77,88,88,62,91,12,4,4,4,6,20
82,79,73,73,82,88,68,69,70,10,9,4,5,4,13
62,91,77,78,82,73,60,87,87,7,8,2,9,7,16
62,85,86,88,90,64,81,63,70,6,4,5,6,1,12
76,62,84,71,70,75,93,75,92,12,5,6,6,7,19
66,77,60,93,87,64,69,71,80,12,3,3,6,1,7
78,86,61,71,90,76,66,68,73,11,5,5,7,8,0
85,60,64,82,85,70,64,65,90,10,5,4,2,6,17
86,73,79,76,85,70,83,87,90,10,7,4,1,6,2
87,81,62,86,78,77,61,62,76,9,2,2,3,6,2
80,64,65,64,88,70,71,84,88,8,1,1,6,4,33
64,60,85,77,81,87,94,61,61,9,1,5,7,5,2
85,77,89,76,67,86,78,63,62,5,9,4,3,7,21
94,71,93,73,67,87,66,73,78,10,9,5,8,2,14
81,88,87,88,84,91,61,72,81,5,5,6,4,6,15
62,83,85,92,85,64,83,71,82,12,9,6,5,8,16
90,87,72,66,86,93,60,62,80,11,9,0,6,9,23
79,71,67,81,70,70,76,74,85,10,9,1,3,8,22
72,73,90,66,71,76,66,73,74,10,5,5,2,5,26
81,75,91,89,90,78,86,84,68,9,3,5,8,8,27
77,76,61,94,74,75,63,63,74,8,6,4,3,1,17
74,75,92,82,61,88,72,92,72,11,9,1,7,3,16
79,89,91,92,94,80,87,88,74,8,3,5,9,4,19
72,67,79,93,63,79,82,81,67,10,9,1,1,7,21
72,63,73,78,60,90,66,81,67,7,7,5,8,6,25
74,80,73,94,91,74,71,86,68,5,8,0,1,3,3
94,94,60,71,94,91,85,64,65,12,1,1,5,2,8
61,81,78,94,66,63,68,79,63,10,7,5,6,2,17
89,81,73,93,61,88,68,89,60,9,4,2,8,2,13
66,82,84,91,73,63,90,69,63,10,5,2,7,4,17
86,85,84,84,70,72,86,87,62,12,7,5,1,1,22
69,69,86,66,90,69,73,71,89,7,4,1,6,2,16
88,77,90,60,91,70,73,82,92,8,8,1,5,8,16
84,65,93,61,88,72,63,78,84,5,7,3,4,9,16
80,82,91,73,72,91,85,93,92,9,5,6,5,9,24
84,65,74,81,60,87,73,78,90,11,5,2,5,6,6
78,78,65,71,87,68,69,85,78,4,3,4,3,5,30
89,66,84,72,60,93,72,90,92,10,3,0,7,9,0
74,88,73,63,71,73,77,78,92,9,3,5,5,8,15
79,85,94,86,67,89,62,76,74,9,2,6,6,1,0
66,73,75,75,65,77,76,68,74,8,9,5,1,7,11
91,61,70,83,64,61,86,74,93,12,4,2,1,3,31
64,74,94,69,78,81,61,93,82,10,9,5,9,2,6
64,81,69,83,92,67,85,67,93,11,7,6,2,9,30
84,90,73,68,79,94,88,84,89,12,8,4,2,8,24
75,91,87,61,92,72,72,66,87,11,7,3,2,9,23
69,82,78,66,61,72,65,86,75,10,4,6,1,8,12
65,93,70,87,85,94,63,65,73,8,1,5,4,6,14
60,65,72,89,73,72,91,81,65,11,9,3,3,8,12
94,61,64,63,84,91,78,60,65,11,3,4,7,8,9
69,74,68,90,87,63,83,63,63,4,1,6,8,7,11
62,71,90,76,72,67,75,84,76,7,9,0,6,5,31
78,75,90,64,90,68,62,70,75,8,6,1,3,1,12
61,66,89,81,76,81,72,92,92,4,9,0,1,5,7
76,87,80,75,63,70,87,85,93,12,3,1,1,8,0
62,62,92,78,66,94,72,87,90,9,6,4,1,6,8
80,81,84,91,72,76,80,91,92,8,3,5,7,7,2
86,78,78,78,91,60,68,94,88,5,7,6,3,4,8
80,86,73,80,93,81,87,71,82,4,5,5,5,3,15
81,61,78,74,67,71,62,85,78,12,4,6,6,5,25
69,78,72,84,80,94,60,80,62,4,7,0,1,3,15
92,73,69,75,76,60,66,74,61,12,5,1,1,4,13
68,92,94,66,67,74,79,84,71,7,3,1,8,6,29
68,91,87,80,84,77,92,74,82,12,9,0,2,3,1
79,93,74,79,80,76,90,60,85,8,9,0,6,5,12
92,65,93,82,66,88,74,71,87,6,8,1,5,7,27
60,71,63,63,69,60,78,84,63,7,4,6,3,7,30
84,83,60,61,76,74,63,92,87,10,6,1,3,3,29
71,80,93,93,73,78,85,93,60,11,8,5,3,6,33
69,74,85,64,77,71,79,82,64,11,9,5,2,4,21
71,84,60,63,93,91,78,85,90,8,1,4,6,5,12
81,71,92,62,74,71,83,74,70,4,9,6,5,9,32
75,64,75,91,62,90,77,72,88,10,4,0,5,3,23
91,79,81,83,78,60,71,63,65,4,9,5,1,1,11
76,62,60,79,67,68,85,92,72,12,7,3,6,7,30
78,92,74,67,85,85,74,66,89,4,9,5,5,7,18
73,65,86,90,75,88,66,89,86,4,1,4,8,2,10
78,80,73,89,91,85,68,85,86,7,1,0,7,5,19
71,66,75,81,83,63,91,70,88,11,7,0,8,7,24
74,81,60,94,60,91,79,62,93,5,1,1,4,8,7
94,79,91,78,90,77,87,82,62,6,6,0,5,2,32
81,67,61,72,85,80,84,88,69,6,5,5,1,2,1
61,65,68,60,70,89,67,92,66,4,3,4,7,3,18
88,93,65,61,83,74,85,67,94,4,6,6,5,6,15
94,91,66,88,74,86,61,84,89,11,2,6,3,9,32
93,60,94,64,91,88,89,87,76,6,4,0,6,4,15
90,85,80,71,60,67,68,85,73,12,8,5,4,7,13
72,61,75,74,92,93,91,84,82,9,6,2,5,5,2
89,60,90,85,71,92,80,68,70,9,4,6,6,9,27
69,63,70,65,80,70,81,83,74,7,8,1,4,8,14
75,73,80,80,80,83,76,82,61,9,6,6,8,5,28
81,66,71,90,76,82,91,72,84,4,6,0,4,4,0
77,75,70,77,82,89,83,92,92,12,4,1,9,3,10
77,65,87,69,85,90,64,71,61,5,4,5,2,1,30
78,72,69,88,84,75,86,62,91,5,4,2,8,1,20
86,72,91,72,90,60,84,70,80,8,3,5,5,9,31
84,94,87,78,82,88,86,64,67,9,6,6,9,6,14
93,73,92,79,87,75,80,79,67,7,7,6,7,8,7
86,71,93,85,76,90,62,82,79,11,5,6,6,1,24
67,80,90,64,66,69,75,61,66,4,5,2,5,3,17
64,76,93,75,78,60,65,93,84,4,5,3,6,6,27
63,93,74,93,68,66,94,68,89,12,8,3,1,9,13
76,77,81,69,80,88,69,88,66,7,2,0,6,9,2
61,72,76,84,71,94,79,86,91,12,1,4,9,4,25
64,83,71,84,78,75,83,81,80,10,2,3,6,2,25
67,68,94,70,61,85,87,82,85,9,1,4,8,2,6
68,93,78,67,86,83,85,63,61,12,4,1,6,9,7
85,81,74,79,93,84,75,94,73,11,4,2,6,3,12
63,83,91,76,77,92,63,60,69,4,6,0,2,4,30
87,77,75,60,62,86,84,67,67,10,7,6,6,6,20
67,79,73,93,74,93,63,90,70,8,2,6,9,8,9
86,73,60,72,61,79,82,88,61,6,7,5,8,6,3
86,63,77,78,89,78,77,68,86,12,8,3,8,5,13
85,73,86,60,62,89,88,86,64,4,3,6,1,5,32
87,63,84,75,86,69,86,62,93,8,9,6,5,4,23
90,83,65,89,79,89,62,65,93,7,9,0,9,8,22
68,89,73,69,73,74,60,60,67,7,8,5,7,9,11
85,65,66,70,60,86,81,63,69,8,6,6,4,2,30
88,87,73,85,65,71,86,67,71,5,2,3,4,4,22
61,86,71,93,70,64,78,74,67,8,2,1,8,6,6
60,64,67,80,72,69,66,70,67,7,7,3,2,7,3
91,91,80,73,61,76,63,68,78,10,1,3,2,1,25
71,74,88,63,73,87,75,88,70,11,1,4,2,6,29
67,69,65,67,94,69,76,81,62,11,9,5,2,8,7
90,75,69,68,61,68,79,66,60,12,7,0,8,1,15
87,60,83,83,69,69,60,67,92,4,1,2,7,4,23
67,80,65,79,94,69,93,60,94,6,6,4,6,8,1
92,61,94,92,79,69,75,72,61,12,4,0,4,5,6
74,76,72,86,92,72,86,61,77,6,3,0,5,1,7
71,64,61,83,60,77,86,65,91,7,1,4,7,5,16
63,91,73,85,94,79,78,69,71,4,7,2,7,5,3
83,79,69,71,86,89,67,82,89,11,5,5,3,4,1
83,70,94,87,60,73,70,93,93,6,3,1,4,5,19
93,62,69,75,60,91,93,69,83,12,3,2,7,6,24
89,84,72,64,79,62,80,63,73,6,6,4,1,3,2
79,87,76,77,66,84,74,60,83,12,5,1,7,5,26
65,62,70,91,78,74,86,85,88,11,9,6,7,4,31
90,76,76,70,67,94,91,84,72,8,1,6,6,6,6
88,65,89,73,90,80,78,61,71,5,2,2,4,3,31
87,80,80,81,82,92,63,82,63,7,1,0,5,2,10
69,88,86,93,64,84,71,66,66,7,8,3,9,9,20
71,62,65,79,66,72,91,75,93,4,8,0,8,9,16
76,86,79,83,76,68,62,81,75,7,1,0,4,7,28
68,65,94,75,74,76,68,68,83,4,7,1,9,2,22
84,81,81,88,66,84,90,79,76,10,1,0,9,2,0
76,74,78,71,87,87,75,68,93,7,9,3,1,7,25
80,81,72,81,91,93,76,73,67,10,1,6,9,6,12
72,70,80,86,88,86,78,66,60,7,4,3,9,7,8
66,92,79,63,69,61,90,82,81,8,1,3,4,9,24
80,62,87,88,80,81,71,87,93,4,5,5,4,9,10
79,64,74,85,68,81,83,87,76,4,1,2,4,2,10
65,74,78,77,84,79,90,82,81,9,9,3,3,7,22
70,71,85,72,70,94,76,69,87,9,5,0,9,8,26
84,87,67,91,60,89,73,92,88,9,8,1,4,9,9
67,60,83,74,64,75,65,65,76,5,7,4,6,3,17
63,75,82,84,80,60,91,92,81,11,5,4,8,6,33
94,87,82,80,78,93,75,78,91,8,2,2,6,6,6
65,94,75,64,91,70,86,87,60,9,1,5,8,9,7
65,72,93,94,62,78,79,63,72,11,3,2,3,8,22
65,80,91,85,83,86,91,73,66,7,6,3,4,6,16
77,64,78,73,77,92,72,89,92,8,6,1,5,2,33
69,82,83,88,61,67,73,91,64,10,7,6,2,4,9
93,64,72,94,70,79,60,66,72,11,9,4,9,4,3
91,79,83,79,85,77,90,71,70,7,4,5,7,9,31
69,82,67,88,83,72,85,87,73,12,9,2,9,3,22
81,65,65,85,63,91,83,81,73,9,3,5,1,6,4
93,80,80,70,79,79,63,61,60,8,8,3,1,1,31
70,71,88,92,79,69,81,61,90,6,8,6,4,8,27
88,60,68,93,90,86,60,79,85,7,4,1,3,4,24
85,91,68,74,65,89,70,74,90,9,7,5,5,2,12
65,68,76,77,91,76,83,89,85,9,6,2,4,2,31
81,85,83,76,67,88,69,64,94,12,5,1,1,6,10
86,84,84,81,84,72,93,94,70,10,6,6,7,1,5
68,74,61,79,79,86,60,67,94,7,3,0,2,9,6
88,65,73,74,81,70,63,81,87,5,5,3,3,1,16
63,93,65,67,88,89,94,64,68,10,4,1,6,8,18
75,76,87,63,61,93,79,92,86,8,1,0,3,2,24
66,85,83,77,94,72,91,68,91,5,5,6,8,8,3
93,71,71,64,71,88,60,89,60,7,6,3,1,8,30
72,90,81,60,87,83,66,87,86,4,8,3,6,7,29
80,92,94,71,68,84,92,62,80,7,9,3,6,5,10
74,79,78,70,82,75,94,80,82,11,1,2,3,6,7
74,92,64,68,80,65,91,79,85,10,5,3,3,6,1
80,90,60,60,60,79,75,68,72,11,2,5,4,7,27
66,73,66,65,71,78,67,75,93,5,1,4,3,6,8
65,85,86,88,75,77,85,81,70,11,2,0,7,7,5
74,76,94,87,90,93,65,70,72,6,2,5,7,6,10
66,82,92,78,83,63,76,64,69,12,7,1,2,9,30
74,75,92,76,66,93,72,76,66,4,8,4,7,9,4
60,88,74,79,91,87,91,94,71,9,6,5,8,6,16
82,80,90,69,89,75,78,88,68,12,8,3,2,2,30
73,62,73,87,68,60,64,87,64,7,2,5,8,1,6
62,85,91,76,91,63,85,94,73,7,1,3,1,1,16
93,91,61,93,87,64,80,73,83,4,4,0,6,6,10
68,73,81,77,76,76,72,93,88,10,6,6,1,4,3
85,65,74,87,82,66,67,92,92,11,1,2,4,1,16
66,89,61,79,87,67,85,87,62,7,6,0,4,5,9
67,68,72,85,80,75,64,71,92,6,2,1,3,9,30
89,64,91,64,86,85,72,67,88,9,4,5,4,6,6
94,71,79,90,65,88,85,70,76,5,7,2,8,4,16
94,89,71,71,60,67,87,88,72,7,7,1,6,1,8
82,66,85,67,83,77,90,94,82,5,8,3,9,5,22
94,62,93,66,88,72,83,81,94,5,8,2,6,7,2
70,78,83,67,79,78,90,84,62,6,1,4,2,2,3
85,82,81,77,61,79,78,81,74,6,9,4,5,3,3
78,64,78,80,94,66,62,92,73,7,3,2,2,7,29
64,81,79,94,78,64,79,70,86,4,5,1,7,9,24
63,73,93,84,94,65,79,81,91,6,4,3,1,9,20
92,84,79,68,86,72,89,81,64,7,6,5,9,7,30
81,83,70,60,61,66,89,75,63,11,4,1,7,2,13
82,88,71,61,90,91,93,92,61,11,2,0,9,5,23
71,81,77,78,65,66,91,83,83,5,3,4,6,4,27
83,60,92,60,64,89,82,91,89,4,7,2,3,2,5
78,86,75,89,91,64,89,80,88,12,1,1,9,1,15
90,67,75,88,77,70,78,82,63,9,5,5,2,9,28
61,74,94,86,65,90,71,89,88,11,7,2,5,4,3
82,67,85,63,72,62,70,61,87,7,6,2,2,9,20
78,89,93,72,86,85,75,68,72,4,9,3,4,3,23
69,78,64,61,73,64,90,78,89,12,3,0,2,3,24
89,78,81,90,63,73,75,63,64,6,6,3,9,8,2
61,87,61,93,61,87,66,91,88,4,8,3,7,9,21
85,80,84,73,66,67,70,84,84,7,8,5,2,1,31
67,78,77,83,90,82,85,88,89,9,3,0,7,7,28
78,80,70,89,63,93,77,81,68,9,1,3,5,1,33
68,74,79,70,66,75,76,65,78,8,5,6,8,2,15
62,70,74,83,92,84,66,93,88,7,5,4,9,7,22
86,86,82,85,64,74,70,68,85,5,8,0,1,2,15
83,94,84,87,66,74,63,84,68,10,3,4,7,6,5
82,70,85,76,74,92,83,68,69,5,7,4,6,8,9
72,65,82,79,79,89,84,84,92,11,5,5,4,8,1
65,73,64,78,86,66,93,65,80,4,1,2,1,5,2
92,92,68,91,92,68,77,69,69,5,9,2,1,2,22
86,66,72,91,87,82,92,69,85,9,8,1,5,2,22
79,93,93,92,81,82,91,76,89,12,9,4,7,9,8
79,83,86,68,66,74,82,79,83,7,8,3,8,3,5
67,60,82,77,85,81,63,76,90,8,5,5,8,1,26
68,72,82,86,67,68,62,87,68,10,1,0,5,2,1
69,81,69,68,81,85,81,92,60,9,2,4,7,5,5
70,87,80,74,76,73,63,82,88,12,3,6,5,5,3
71,77,93,66,67,68,63,89,86,9,8,5,2,5,23
76,80,90,76,85,75,84,75,93,10,5,0,9,8,9
75,69,82,80,79,89,71,61,93,10,5,1,1,1,22
72,70,81,77,86,69,94,86,60,11,6,5,5,7,2
73,80,80,88,76,90,68,75,63,12,4,0,2,4,16
89,88,90,62,80,72,79,75,80,6,8,1,4,2,28
73,85,67,81,93,71,68,77,67,12,7,3,7,8,17
68,72,67,61,78,70,85,65,75,5,4,6,5,7,23
84,78,85,69,85,67,90,77,62,4,7,4,4,5,9
65,79,78,61,87,62,92,79,65,5,5,0,3,4,16
82,75,62,61,91,91,70,93,73,10,2,4,5,5,14
87,67,86,62,77,70,66,69,76,6,4,1,2,9,31
94,73,74,61,94,88,91,62,87,9,9,0,5,6,4
79,70,84,76,94,69,67,74,71,4,7,6,9,3,0
64,88,66,66,90,91,60,91,70,9,4,1,5,2,3
70,70,73,72,71,90,64,67,86,10,5,5,7,4,12
72,67,63,79,85,60,75,69,92,8,3,1,8,8,12
93,81,72,84,90,93,73,85,72,6,7,0,8,8,11
70,74,89,85,79,64,86,68,75,11,6,6,9,8,29
86,66,63,81,62,88,85,81,73,5,8,6,6,2,21
64,84,83,64,84,87,80,73,91,7,9,0,1,6,8
67,60,94,72,90,66,61,85,75,10,2,6,2,2,14
87,65,60,84,61,73,70,70,80,5,3,5,1,6,6
70,68,93,90,70,61,67,66,81,9,1,2,1,8,33
85,61,91,77,93,63,75,65,88,12,9,0,8,7,24
88,77,63,79,81,77,93,94,70,6,5,6,8,7,30
93,76,71,90,91,77,90,77,93,8,2,2,3,1,22
86,87,90,66,73,64,61,94,79,12,7,0,9,5,4
92,72,89,88,73,80,75,62,62,5,1,3,5,9,27
88,86,63,84,72,72,70,70,70,5,5,0,1,3,25
86,72,71,71,72,91,75,75,79,4,8,6,3,9,31
76,72,94,93,81,89,88,74,72,9,8,5,2,8,22
75,74,86,62,61,73,66,80,73,10,8,0,3,8,16
80,74,68,91,80,90,73,92,84,12,2,2,5,5,5
73,63,88,71,62,68,90,67,91,7,4,4,6,3,22
70,81,66,79,63,63,77,82,79,4,9,3,3,6,14
92,69,84,85,78,71,92,60,80,10,9,3,5,5,24
60,78,80,88,62,76,93,72,73,4,6,5,5,1,25
92,74,84,78,83,64,89,74,77,5,8,6,9,1,10
68,86,91,68,94,62,64,72,84,7,4,1,8,1,22
76,87,86,64,63,93,82,61,68,5,1,3,9,3,4
71,92,70,66,83,84,82,92,72,6,3,0,6,1,26
92,84,60,70,66,60,72,93,68,4,9,3,9,2,16
71,71,72,90,93,88,89,89,90,6,7,1,5,6,7
92,67,87,91,71,93,85,81,78,4,3,6,4,3,6
81,72,70,87,83,82,60,77,66,12,4,0,2,4,25
